18522 28384
16309 11818 20800
1907 2272 7804
9612 37 24564
14465 2282 29444
4906 6311 30614
3293 134 30018
2040 11536 4416
14901 9137 9994
10262 15799 10257
1437 6590 29698
9286 8936 25122
556 12643 7814
15757 15421 32036
9174 1294 17736
6657 12598 19109
10874 17640 7826
4824 1383 20786
70 17286 19503
13462 16891 16080
11903 7364 14176
7921 9879 3708
438 688 18042
10470 3380 26038
11476 962 1519
57 16908 4170
6449 13663 7413
892 15798 28612
15067 3625 10764
7812 14992 348
13871 11374 32269
11471 9070 6213
17448 12025 11404
8418 4423 25491
11053 6042 7854
8358 6211 7737
9351 9611 20935
8786 4468 11483
6025 12202 15708
9053 2448 16471
9277 8511 5208
14963 14469 9563
15812 11084 17301
11809 8359 2144
10388 3668 17426
6805 13614 29407
11926 10669 8549
15115 18169 29093
16760 4841 1349
13445 17640 32133
5121 14136 16201
16241 17937 14043
16432 3470 11313
1976 1101 6566
12542 14960 8777
17392 14893 21277
7917 5915 12490
8564 10815 8966
3816 945 7760
4817 14661 577
7763 14284 13998
5515 15775 30015
9236 9864 13006
7495 13053 19552
1264 12571 25955
5146 11462 28011
14914 16618 28048
13772 5341 26783
4084 8758 3284
8049 14898 24848
8976 39 28638
8820 3556 835
11027 9918 21006
14502 7521 13904
11443 8670 29141
11834 8187 13044
17313 2312 24630
3798 11374 2384
14188 3261 24583
17154 10028 10576
8856 3766 22990
5609 16839 2792
11346 3205 28496
1439 13902 27314
4637 3157 1576
14943 9512 1164
13632 266 17147
203 1791 6467
17096 17313 30506
16540 11036 11642
15508 3430 277
7276 867 8002
2537 9556 9027
15625 14237 15653
17301 2815 28944
15751 13285 17552
9072 17739 12205
11085 3978 26336
7414 14701 154
3398 255 31614
1514 1230 26340
7604 9709 10958
4321 14788 19135
16095 6913 28890
10776 1302 5989
17827 13628 10248
13531 12750 32061
3021 17750 11063
7974 498 22187
8233 11502 23568
11594 9709 14375
10234 8130 17788
4565 4453 25702
11826 12738 31605
18240 18177 17340
13839 5409 4271
13537 6799 10749
15558 3050 20423
18465 4840 14473
604 8544 10498
6228 2325 4679
525 3505 18109
10966 3619 30140
3671 7285 18973
14756 6329 13701
12614 14609 7844
4462 10515 459
7220 2446 28334
3313 2744 5538
13869 3318 23562
14764 16140 12613
16967 12441 1838
15891 17665 26285
18432 7848 29867
14070 6850 12279
17382 3899 21493
14912 2379 8086
1831 4677 23452
18290 1844 18499
17920 12391 11905
1401 8435 20263
16785 14256 23221
2028 8192 1212
3294 6878 19969
13596 12239 28998
9298 13642 25923
9367 12680 2053
13858 4490 21288
6360 6789 16489
13099 5913 20462
2008 2951 14058
610 15508 10032
3639 11708 16217
17680 3014 6631
8298 907 4287
15644 17917 31275
3247 4890 30506
10154 11772 13142
886 13679 20984
9947 7834 27793
11952 12248 9594
15698 3975 27906
155 17375 15625
12213 416 12295
17794 12832 22248
12947 1241 32066
1220 2497 9599
8300 4211 11116
12561 6034 10711
12654 15250 17955
6892 10523 6495
487 18463 28201
14184 7721 13668
16666 4630 18649
12327 16415 17599
12388 17276 32441
5016 2175 20644
3058 2654 29291
6262 16704 27554
17204 6604 20598
14167 3555 13858
5801 564 11673
8806 868 5655
2402 15084 27813
8053 4039 16280
5798 8347 26129
9739 1973 19092
7449 1310 6852
11491 9703 13804
9508 5195 26834
10841 17923 29326
13971 14507 5139
15546 7013 29037
11911 1343 19936
12395 17827 17757
17381 17228 3680
16739 2890 17997
9159 15207 22312
18100 2008 21839
10108 4482 10775
9252 295 31074
5993 6481 28853
1059 5657 6922
15501 10851 3977
18161 1317 14616
12326 11884 15892
18384 5895 6951
5255 14087 18298
17688 9622 22202
15912 16754 24836
5193 10695 523
7573 10798 6897
15633 6521 15329
10001 9800 25953
10354 3579 20999
327 8062 1595
16404 16075 22588
18208 972 32338
5507 12962 32691
2374 14298 2880
3396 14339 897
15961 9815 177
5877 6728 6279
5767 15055 28426
17747 16588 4019
5042 2061 18106
9318 3314 20410
837 5848 11922
18032 14454 1941
7396 14279 26871
11504 888 3422
12386 12258 14029
8568 1059 21869
7058 18455 30827
7776 11545 23484
7832 2822 11255
10785 13097 19965
14881 12714 9724
9665 7495 20205
7550 3494 19486
6085 6160 23486
8624 10250 806
5687 7677 17081
16385 7248 14576
8226 15963 18015
1588 8099 18397
12716 17708 2739
11876 80 13513
14564 10303 21117
9354 14017 18882
15649 8099 28821
13413 18517 7927
12039 7677 13731
10866 16914 4234
7163 9236 7384
7608 7094 15183
2762 13214 6788
8151 1630 13226
1527 4443 17815
4351 4216 4342
15023 6007 12662
6636 3341 27974
5243 13407 16293
3465 16404 27752
11005 16254 2354
7916 3987 3675
4339 3694 19948
10205 9656 20684
10206 8965 11210
998 14189 16427
18273 6829 19208
14923 16744 25723
3733 6680 15338
15802 7588 16105
6473 3474 2340
10881 1272 9421
13905 12424 3666
7206 13246 31141
4631 9909 1043
7560 5443 27942
2885 17351 31635
13995 16716 17274
12376 18440 16817
5854 12273 7488
9108 12497 26121
10947 13255 501
13458 18080 31868
5177 13498 27322
11577 18240 12312
16050 13801 1223
5473 9975 29805
2145 18294 10721
1898 5845 7850
2903 7543 29358
7781 6635 540
14539 5205 6590
17843 5810 25576
16569 10406 30624
3944 3858 18451
4551 2649 32608
10898 17021 20023
11291 6637 8249
430 13181 7793
9133 3371 7274
9036 4035 22389
9837 1550 3686
1192 12029 5315
17784 12222 19678
11478 3398 4212
18366 5895 29522
440 3390 9758
6759 16142 22571
17325 18189 9398
9829 14305 31377
9776 18046 31616
17467 16874 16757
3708 13701 29290
6997 14131 4746
6895 7428 22632
3023 3943 8995
17607 2637 29351
8575 1397 15913
3790 10699 3508
18034 12003 25006
6427 13141 28135
7411 3793 23494
14058 5213 3770
18458 457 16808
13581 3105 14534
10107 294 3407
6451 10416 1192
7968 10639 11530
14373 12102 29947
4346 8049 11708
17039 16231 31776
7093 13279 13250
18170 10034 4758
2440 17994 32692
17083 9546 2318
11629 10655 4988
16573 1342 3451
9934 1862 379
15063 1691 31949
9029 10893 21168
14879 15362 8991
9552 14558 4639
6930 3549 2682
2962 11159 15084
3032 11708 31872
11782 11942 21474
76 2252 30103
16002 1221 15970
17950 11934 2154
7385 3434 30697
15702 7618 9955
5758 8068 5300
824 5873 487
308 9839 24358
682 3989 17271
1828 1306 6910
13358 10010 24326
666 17705 15490
12661 18025 8740
18036 14705 17188
10224 6119 9168
8915 1051 9294
9790 10784 15116
4772 15009 7773
11956 15250 21895
14927 9172 13548
2695 2143 28031
4134 10296 20223
13006 1521 2593
16316 11745 17592
670 17228 14359
14988 5988 28045
13391 4223 20484
1014 12865 16700
1331 2042 16150
4117 16420 11518
5080 8304 27138
10804 991 11156
13740 17271 15615
7564 11961 19022
9449 8564 7063
18173 11036 24094
14508 2374 14706
4221 13122 4938
16842 1525 353
17825 17178 1894
10165 8306 8780
16030 7053 4247
8439 1441 12767
17861 12629 1616
10352 1049 8959
5129 13542 7940
8818 13626 8813
3986 13226 4999
11498 10869 22062
15914 2246 1041
17365 16584 3199
9136 4717 25636
5597 7710 11660
6166 438 18879
15551 16958 20253
14505 8015 12706
12341 16353 11253
16482 2970 28057
2062 18204 2206
6842 11032 21249
11135 2216 19917
8565 6645 12034
14221 6796 25768
2722 1084 21305
16606 13803 15256
16935 12940 2240
6332 13026 23143
15842 2373 12513
11651 15057 8922
12287 5963 8649
17084 12869 22285
425 10737 13087
3195 18197 20785
10971 8656 16717
15005 10629 4233
10546 7407 32722
4622 545 28080
7963 2251 4611
14899 15602 31882
11228 4003 24317
10161 13338 27773
14257 455 16567
2049 14503 10166
14694 12453 22390
13470 7947 6317
3894 845 16916
15297 5136 26919
12579 5385 4304
16705 1795 20574
5685 1447 19373
1076 6157 11814
16149 5022 9861
625 12421 20246
13855 7595 19538
18111 15046 23082
15120 3838 22631
10333 14579 8795
15393 6245 28561
16363 8422 30483
15516 13550 17480
1684 7207 9363
6581 12638 30857
8650 14788 12706
15707 3288 5352
2211 4329 6685
8835 16695 32758
9845 15859 24124
13476 4045 21022
9652 10323 19631
4743 5902 24953
1357 16092 479
15556 17631 15946
13722 3309 16626
12321 6224 25639
4962 13268 7012
18156 17535 27898
10934 10961 25179
1021 2815 27221
17503 3463 10487
18178 10148 32474
10786 17178 16715
17034 13107 13474
12608 14295 9682
4261 8556 12001
12086 1008 16234
372 3090 1092
4207 1798 31809
13488 2679 7352
5232 17027 17984
15080 673 10390
4191 3034 10193
14857 7652 109
16651 18415 25620
13282 12419 17378
2536 15598 986
4653 18338 13145
9878 7230 27401
8790 9564 21355
1403 14775 560
12965 89 14927
15612 2586 28277
12155 13995 18110
2520 16410 17957
18054 2627 15621
15489 3308 14980
15321 8180 12857
14744 14558 24513
1063 386 5830
3992 10015 8718
6400 15331 26843
2912 6076 9028
12043 7191 27737
12263 8195 16052
9725 17190 2381
7967 5298 22748
11334 4214 29483
1015 16185 32576
12530 8632 18993
7461 2586 16547
1186 10473 21956
4157 2518 8254
13210 7920 4522
15030 14052 9947
1876 10193 24936
7240 4413 27350
4598 17304 9259
6931 14300 1132
14006 11814 26891
5740 15483 21996
17179 18360 30340
9706 16430 26525
5670 11093 2426
12315 396 25978
17112 11158 28457
13583 5920 8466
9062 4251 15047
17357 16993 25644
8789 10004 8901
3493 1633 28934
3477 6046 23284
10886 12167 21309
9681 4856 22526
9300 18052 12488
3916 13580 7651
18077 15458 11408
11331 898 24201
4328 1916 13435
3407 5162 3709
9752 7916 21265
17506 8383 1393
1649 5356 24841
8051 2920 3361
10651 7425 19790
11317 6404 15523
14976 1762 12904
3249 11424 30543
2583 16363 9808
8438 6447 11710
7255 7676 11792
13814 10105 25749
17582 15693 4287
13259 2533 22553
15650 3433 32187
17927 3587 9401
9669 10544 10293
5975 3306 31764
471 14978 11871
7544 13391 27431
10905 15909 27874
13133 15723 24994
15908 6160 20329
925 2979 21404
12886 9017 21856
1615 14140 17942
6319 8122 28218
16884 3375 11283
11299 4928 4824
5125 10068 32045
983 12117 10727
10258 5088 12271
14270 1761 25429
15841 2487 4444
4657 15344 23339
15287 3399 8297
9982 3464 3687
1580 12460 28507
6488 6543 3248
17558 12667 26172
10780 2021 26619
2519 9488 26865
6253 10643 16254
13288 4316 10383
10912 10880 30073
5404 15195 6913
16593 7509 14275
1129 5590 1315
12875 10943 4383
18320 1162 725
259 7550 19908
17815 7286 21949
13432 16817 10141
13857 16213 20137
15806 3574 32547
7121 3110 11988
7730 11553 27632
10821 16548 13690
1099 1630 15443
12046 18289 894
16340 8661 7555
16494 4822 25104
7045 15978 11863
4369 18409 6807
9736 14726 15491
17210 14260 15689
8842 2229 28866
5689 9776 16692
13783 11617 18562
15028 17436 9128
7453 4049 31722
11776 3571 26183
10380 539 25935
7769 13339 21021
1666 17687 15214
5464 1366 2962
10963 14006 531
14608 1528 5653
4910 8098 3307
12325 2049 14288
1033 9286 24240
8710 14879 3269
14541 9531 8954
3871 16884 22049
863 13198 2901
9936 5161 32178
3119 8660 2156
10920 460 11958
1126 11940 15973
4056 15976 7300
12854 11394 16329
8128 11814 25790
14102 16005 7306
15244 11277 15883
157 10928 15109
14533 5231 9615
3799 2739 20244
16070 2593 19602
9336 15294 10116
9467 16398 29976
17391 12151 1174
1274 7207 1891
208 15480 19024
504 10410 17286
7369 4828 14275
1046 16593 22938
10767 11527 26777
5733 15356 14389
15304 7057 22661
9916 15667 21549
15033 5132 30829
11185 12469 24025
1134 4677 13151
11610 8538 5947
8895 4835 5559
5380 2292 7148
2726 4066 13060
4852 15278 13973
1145 1545 30589
4338 17550 10585
8726 5156 22583
16726 12029 25994
9954 14558 24917
4905 2452 25706
7162 9953 996
1204 9334 30198
7375 6287 19752
17876 6721 15343
5832 13831 28543
2813 4598 30349
14667 1980 18731
3423 10916 5551
2823 15055 28572
2534 8548 31844
4770 5238 17945
9370 787 24083
15305 15325 23759
13827 7834 25535
16885 16847 20917
6216 14423 11536
12534 4960 16070
15934 4003 5153
13005 12857 31103
15213 2319 11349
11756 16817 5540
708 4901 5009
639 134 20917
9704 3870 10933
5535 2439 23967
881 1714 29994
12056 2238 23692
5580 4255 2262
13991 7385 10461
10243 17512 28389
2677 1401 19887
7761 286 27418
11836 9811 27530
12517 3680 8873
14729 15838 26104
13715 10379 23757
7399 13768 22077
8610 7521 26259
29 6264 25453
18446 14956 20624
16390 17951 23180
7266 16221 6274
4644 10345 16765
8035 9252 10757
1263 12039 13805
17148 2864 18662
15677 14978 17787
11843 10232 15548
13363 12155 7887
12379 6321 18633
1293 17314 4955
17903 15217 27740
5745 10677 28664
5842 5379 26397
15078 2266 18090
3207 15301 23060
10561 16360 28193
2944 17139 26952
18252 636 19411
14342 6309 19268
8414 12947 975
1650 13889 2797
2714 17971 30096
7880 12830 13671
12316 13841 3955
7748 6537 4348
11499 18170 2733
11915 15738 6979
5999 12134 8133
15157 9967 15356
6091 5570 18436
12009 4462 10068
5408 15384 14941
15526 3073 9622
9930 10957 4788
17164 4896 12149
4710 6784 2194
16289 5079 21861
10738 9968 22180
12944 17114 3535
14294 2791 1687
2152 1080 6397
8472 17663 19767
9820 8500 31494
10309 5904 4307
18207 774 27449
3615 3890 10320
13024 306 21922
9219 6211 27520
730 16946 30408
4276 4112 23944
11384 5731 699
17845 2774 8326
1237 15737 32762
13305 4929 3502
12902 7329 21480
15896 16296 20377
13590 6851 16838
10100 9681 17535
5189 12226 7785
16522 3472 19600
15378 8355 2591
4747 7706 3238
7580 3464 28562
10168 4011 10248
9124 3071 8569
9242 10327 5110
7842 11491 2682
2780 3187 32313
13665 5320 18837
17015 13520 23526
17799 3968 6884
18301 12561 10263
13704 15202 24468
14557 14310 12877
9386 8515 18796
10607 6295 10924
10054 5082 27963
5616 9970 28254
10855 9953 7414
14669 13500 180
15150 8492 13698
9418 8104 11749
10414 12700 21843
7357 2865 6778
9432 9881 2147
17024 10824 3779
2504 18347 11061
8341 14670 12273
5982 2366 27105
199 11988 8358
6748 15194 8533
9317 7021 16662
17121 6985 22614
6470 12919 2829
2580 10655 21218
9116 1188 24708
12398 9249 15873
5603 16947 9084
12318 12466 27436
1526 18468 9304
1744 11006 22990
2733 1481 28667
1246 9248 12944
858 14469 22854
7333 2569 11111
10553 14333 20947
12911 14902 23718
13802 17631 21500
5669 2163 11900
16586 4271 21644
18467 3569 936
4169 14420 31926
7944 18113 29006
9797 13788 23841
5163 14499 32037
8588 14135 28962
8628 11992 21121
13370 13381 13701
15721 211 29671
2075 14564 22645
10709 7765 29219
3720 1995 12379
9693 7243 29473
7527 806 17870
17522 17665 8695
14032 17204 24816
17455 1416 20188
10713 1516 17610
6682 11135 24838
16452 7769 9084
2985 18204 5539
11322 14099 27751
8932 5686 11880
3645 6326 29081
4917 8514 30573
17722 4662 5149
1281 5970 16206
10650 8127 16131
4340 17381 19914
3153 14330 1850
18475 965 25683
3087 17043 23185
10387 6878 12625
4510 15244 21118
16273 1585 10756
5622 2540 3956
4095 5432 18504
10435 12704 2038
10584 4686 173
6150 1448 686
9692 7361 14997
7679 14326 5405
4678 9021 30565
1842 4419 2260
17493 3448 30436
13539 13024 1840
810 6841 22107
6981 4195 28679
6528 1403 13593
17111 7656 22993
9880 16162 9314
16637 2181 31279
3311 75 25080
15316 13839 11231
16889 15076 25530
9730 13359 890
9110 8530 24594
12286 2537 30356
14245 15984 4641
783 11447 4372
2258 12549 18930
9715 1901 8927
18185 8095 14362
264 2619 17447
16264 3003 8584
1716 415 6403
11571 8665 4987
12418 10104 27926
15700 3569 6357
16803 105 9840
13229 13731 10556
15960 2758 15092
5665 4622 24535
1947 1331 21984
8496 13974 19070
16448 3757 17226
17105 1350 9143
8432 4581 5557
14152 702 22746
2980 16926 24074
9750 8162 11056
16225 6186 18578
10018 17218 21995
13706 7535 4558
5305 12952 15426
1160 15914 7224
9780 10515 2590
9589 4574 3157
17636 13599 14103
18356 12349 17058
15105 3083 20152
7946 15575 25406
5814 477 4661
16163 1855 26978
7867 773 18215
9885 1097 6405
9939 6084 9189
2466 16606 2878
16320 13869 5517
15261 184 8766
17659 2298 25826
11082 16507 30726
15685 8885 22153
10340 13035 26385
7327 8867 6214
4501 14743 11959
11103 11672 28744
8143 12191 31990
637 3613 1200
12956 9637 26069
18510 519 204
6200 13329 5297
159 10645 10938
15944 3205 24068
16594 5668 30587
15494 1441 22671
17080 17153 9369
11869 5502 23273
4097 11321 9706
11506 14048 14049
18118 5198 6933
1611 17747 24127
5861 11972 21482
17782 2212 21689
4920 9874 31660
3487 3466 316
14737 2212 8915
5386 13617 9443
13518 8834 23553
3457 5250 2086
2690 11093 19472
17317 15454 24358
12691 14633 13962
14795 16594 3120
2108 7505 1771
14348 438 21436
1236 15294 27769
16538 13460 22426
17050 9440 8601
14258 9674 22286
3033 11103 14570
10173 4229 20487
6183 13006 6536
17996 845 16820
7607 6715 333
8662 14876 2849
2599 5166 16104
16699 5475 16556
3932 14186 12054
5907 5013 26986
7288 15235 12151
9707 4154 29144
3590 16783 32419
18221 11140 21349
5765 11678 13456
12407 17493 2237
2179 14221 28525
9450 3453 29925
446 15589 20598
14150 1107 30585
7557 3735 16755
16899 14212 4788
15568 11565 1757
5270 11903 22533
14997 7428 11234
14363 18185 22119
14443 695 11449
14482 17162 4525
3189 8223 14600
2526 18208 11392
411 15828 19274
7576 5928 30412
2585 12633 29562
8211 4533 4292
12156 14997 25191
6065 7171 22219
17559 6783 20611
8947 3191 25822
11794 12830 5642
5206 942 16475
11685 8120 976
17730 9151 11573
13118 15257 4893
17717 14710 28657
11781 2375 10330
6169 14861 20489
18474 11526 14210
2359 12009 9858
2651 6355 27282
12948 9060 13012
1593 13185 18792
2494 8498 25728
16198 6195 8147
1009 6189 20959
334 17718 18892
14169 6798 17684
14460 15508 30468
17823 11005 11811
6381 2229 11852
81 3418 30108
7905 921 11915
5141 14381 11617
3642 16216 3635
1591 11572 1383
8916 11054 31610
5160 3606 18564
3320 6030 3778
1563 15747 2478
11479 414 3572
10710 7761 9269
17642 4744 6843
18050 10948 20950
1767 5859 24287
2285 16264 28607
15307 13027 12595
1074 5385 10212
1104 8353 13008
5348 4321 9766
8277 9907 22424
8823 15908 22848
4497 1012 32307
6062 2984 3458
14379 8566 31488
13184 1560 942
10614 2149 5817
16015 8277 4256
15705 13869 19636
1026 10946 25225
8161 13062 24071
1692 14227 20187
4020 5011 26108
4660 6579 6209
1040 10069 20891
17868 246 32310
15811 7045 16172
13127 13365 12310
18472 1831 11265
16481 7162 31678
1211 14167 17903
5276 8181 21526
4244 12183 822
17902 3889 9758
2311 12651 7890
6374 9593 29523
17192 15210 4188
7877 14293 24195
1058 9286 24083
2828 7591 21609
14429 7689 3231
10697 17325 19378
15342 8776 17322
9831 17124 20527
7823 1218 20327
3982 431 15206
6974 10375 18072
14002 9060 12476
13311 12792 6590
10391 8691 15855
16679 4947 31598
11329 13323 28829
1381 5966 15107
15372 3694 22535
350 16346 8737
11245 5686 22100
8783 5584 31439
17423 12189 26359
4502 6046 26381
17696 9302 10259
15517 6057 29735
15745 16515 4842
3462 6546 9030
15947 16665 29625
749 16540 19939
2584 415 27536
15706 18269 10278
4296 3958 9996
6849 16835 31838
14704 9301 2807
10521 7543 25107
4323 1287 29752
13866 14307 30814
3082 14219 23205
13794 12333 24207
17777 5158 16008
244 10589 5958
8964 16634 22265
14313 2872 390
811 5590 2915
13112 17850 28793
12121 13958 27843
1718 2152 30163
5811 3037 13192
16929 10882 31760
16441 16070 19744
2538 18245 9491
9057 12005 20621
9050 8755 22208
15623 7912 21403
6454 17824 17069
5324 4649 8853
2943 10621 22277
9041 1249 23169
14021 15679 13857
12846 12578 27216
4076 6755 24467
13197 14525 6532
8006 4934 28816
4434 17847 29496
2711 6099 6909
17698 6489 27283
13975 11793 31116
12360 6434 18953
11010 12927 3238
17711 4027 4344
14314 12820 16161
5776 15048 23425
4094 12176 8936
15490 1742 24242
14952 4905 29987
18222 15561 30553
5544 9411 13955
17860 1462 21524
8759 5773 4025
17947 5877 29571
8008 6478 9031
753 8537 5534
17343 10932 9513
10495 166 27556
3622 10108 26117
16272 5482 21531
8279 18133 17125
8737 7826 22740
7499 14087 27570
18001 4082 763
8540 6764 470
2938 18154 32148
8134 6469 32220
18092 3353 30962
13153 2488 26088
696 11918 25103
